"work_id","title","domain","field","subfield","topic"
"https://openalex.org/W4415782090","High‐temperature acclimation of photosystem <scp>II</scp> in land plants","Physical Sciences","Environmental Science","Global and Planetary Change","Plant Water Relations and Carbon Dynamics"
"https://openalex.org/W4406034678","Large floods drive changes in cause-specific mortality in the United States","Physical Sciences","Environmental Science","Health, Toxicology and Mutagenesis","Climate Change and Health Impacts"
"https://openalex.org/W4406399830","Global Sn Isotope Compositions of Cassiterite Identify the Magmatic–Hydrothermal Evolution of Tin Ore Systems","Physical Sciences","Earth and Planetary Sciences","Geophysics","Geological and Geochemical Analysis"
"https://openalex.org/W4406485122","The growing threat of multiyear droughts","Physical Sciences","Environmental Science","Global and Planetary Change","Hydrology and Drought Analysis"
"https://openalex.org/W4406919387","Polymorphs of the n‐Type Polymer P(NDI2OD‐T2): A Comprehensive Description of the Impact of Processing on Crystalline Morphology and Charge Transport","Physical Sciences","Engineering","Electrical and Electronic Engineering","Organic Electronics and Photovoltaics"
"https://openalex.org/W4407243918","The quenching of star formation in dwarf galaxies: new perspectives from deep-wide surveys","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Galaxies: Formation, Evolution, Phenomena"
"https://openalex.org/W4408883583","Immune targeting and host-protective effects of the latent stage of Toxoplasma gondii","Life Sciences","Immunology and Microbiology","Parasitology","Toxoplasma gondii Research Studies"
"https://openalex.org/W4409039977","Accurate eye tracking from dense 3D surface reconstructions using single-shot deflectometry","Physical Sciences","Computer Science","Human-Computer Interaction","Gaze Tracking and Assistive Technology"
"https://openalex.org/W4409128711","Eight Years of Light from ASASSN-15oi: Toward Understanding the Late-time Evolution of TDEs","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Gamma-ray bursts and supernovae"
"https://openalex.org/W4409157671","A qualitative inquiry into stress and coping among baccalaureate students in preparation for entering the nursing workforce","Health Sciences","Nursing","Research and Theory","Nursing education and management"
"https://openalex.org/W4409538636","Functional redundancy in the toxic pathway of Bt protein Cry1Ab, but not Cry1Fa, against the Asian corn borer","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Insect Resistance and Genetics"
"https://openalex.org/W4409896929","Exploring inflammation‐related protein expression and its relationship with TSPO PET in Alzheimer's disease","Health Sciences","Medicine","Physiology","Alzheimer's disease research and treatments"
"https://openalex.org/W4410218480","Light-induced quantum tunnelling current in graphene","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Laser-Matter Interactions and Applications"
"https://openalex.org/W4410587656","Single-Cell and Spatial Transcriptomics Identified Fatty Acid–Binding Proteins Controlling Endothelial Glycolytic and Arterial Programming in Pulmonary Hypertension","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Pulmonary Hypertension Research and Treatments"
"https://openalex.org/W4410958898","Dark energy survey year 3 results: Cosmological constraints from cluster abundances, weak lensing, and galaxy clustering","Physical Sciences","Physics and Astronomy","Instrumentation","Astronomy and Astrophysical Research"
"https://openalex.org/W4411217225","Advances in Thermoregulating Textiles: Materials, Mechanisms, and Applications","Physical Sciences","Engineering","Civil and Structural Engineering","Thermal Radiation and Cooling Technologies"
"https://openalex.org/W4411266673","Intelligent VANET-based traffic signal control system for emergency vehicle prioritization and improved traffic management","Physical Sciences","Engineering","Electrical and Electronic Engineering","Vehicular Ad Hoc Networks (VANETs)"
"https://openalex.org/W4412493810","Present-day Earth mantle structure set up by crustal pollution of the basal magma ocean","Physical Sciences","Earth and Planetary Sciences","Geophysics","Geological and Geochemical Analysis"
"https://openalex.org/W4414195689","Horizon-scale variability of M87* from 2017–2021 EHT observations","Physical Sciences","Physics and Astronomy","Nuclear and High Energy Physics","Astrophysics and Cosmic Phenomena"
"https://openalex.org/W4414346270","How many mammal species are there now? Updates and trends in taxonomic, nomenclatural, and geographic knowledge","Physical Sciences","Environmental Science","Ecological Modeling","Species Distribution and Climate Change"
"https://openalex.org/W4415737697","Exploring penetrance of clinically relevant variants in over 800,000 humans from the Genome Aggregation Database","Life Sciences","Biochemistry, Genetics and Molecular Biology","Genetics","Genomics and Rare Diseases"
"https://openalex.org/W4416299176","Long COVID trajectories in the prospectively followed RECOVER-Adult US cohort","Health Sciences","Medicine","Neurology","Long-Term Effects of COVID-19"
"https://openalex.org/W4406091588","Tracing ancient solar cycles with tree rings and radiocarbon in the first millennium BCE","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Solar and Space Plasma Dynamics"
"https://openalex.org/W4406808186","Extreme Heating of Minor Ions in Imbalanced Solar-wind Turbulence","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Solar and Space Plasma Dynamics"
"https://openalex.org/W4406859296","<scp>SNAPSHOT USA</scp> 2019–2023: The First Five Years of Data From a Coordinated Camera Trap Survey of the United States","Physical Sciences","Engineering","Ocean Engineering","Satellite Image Processing and Photogrammetry"
"https://openalex.org/W4406987239","Plasmids encode and can mobilize onion pathogenicity in <i>Pantoea agglomerans</i>","Life Sciences","Agricultural and Biological Sciences","Plant Science","Plant Pathogenic Bacteria Studies"
"https://openalex.org/W4407143615","Mergers of compact objects with cores of massive stars: evolutionary pathways, r-process nucleosynthesis and multi-messenger signatures","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4407384223","Early-Onset Gastrointestinal Cancers and Metabolic Risk Factors: Global Trends From the Global Burden of Disease Study 2021","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Gastric Cancer Management and Outcomes"
"https://openalex.org/W4407684810","A phase III randomized study of first-line NUC-1031/cisplatin vs. gemcitabine/cisplatin in advanced biliary tract cancer","Health Sciences","Medicine","Surgery","Cholangiocarcinoma and Gallbladder Cancer Studies"
"https://openalex.org/W4407750791","Global Future Drought Layers Based on Downscaled CMIP6 Models and Multiple Socioeconomic Pathways","Physical Sciences","Environmental Science","Global and Planetary Change","Climate variability and models"
"https://openalex.org/W4408019847","Activated Corrosion and Recovery in Lead Mixed-Halide Perovskites Revealed by Dynamic Near-Ambient Pressure X-ray Photoelectron Spectroscopy","Physical Sciences","Engineering","Electrical and Electronic Engineering","Perovskite Materials and Applications"
"https://openalex.org/W4409385327","Ferrous salts accelerate humification and reduced carbon emissions during the co-composting of hoggery slurry and wheat husks: New insights into their biotic and abiotic functions and mechanisms","Life Sciences","Agricultural and Biological Sciences","Soil Science","Composting and Vermicomposting Techniques"
"https://openalex.org/W4409762742","Review of Selected Heat Transfer Topics for Solar Thermal Energy Utilization and Storage","Physical Sciences","Energy","Renewable Energy, Sustainability and the Environment","Solar Thermal and Photovoltaic Systems"
"https://openalex.org/W4409907306","Exercise-induced β2-adrenergic receptor activation enhances effector lymphocyte mobilization in humans and suppresses lymphoma growth in mice through NK-cells","Health Sciences","Medicine","Psychiatry and Mental health","Cancer, Stress, Anesthesia, and Immune Response"
"https://openalex.org/W4410086739","MicroRNA in intestinal tight junction regulation","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cancer Research","Cancer-related molecular mechanisms research"
"https://openalex.org/W4410117453","Toward a Global Planetary Boundary Layer Observing System: A Summary","Physical Sciences","Earth and Planetary Sciences","Oceanography","Geophysics and Gravity Measurements"
"https://openalex.org/W4410695979","Increased Mortality Among Lean Versus Non‐Lean Adults With MASLD: A Multicenter Study","Health Sciences","Medicine","Epidemiology","Liver Disease Diagnosis and Treatment"
"https://openalex.org/W4410883505","Optimizing swine manure composting parameters with integrated CatBoost and XGBoost models: nitrogen loss mitigation and mechanism","Life Sciences","Agricultural and Biological Sciences","Soil Science","Composting and Vermicomposting Techniques"
"https://openalex.org/W4410919640","Phase II (Alliance A091802) Randomized Trial of Avelumab Plus Cetuximab Versus Avelumab Alone in Advanced Cutaneous Squamous Cell Carcinoma","Health Sciences","Medicine","Epidemiology","Nonmelanoma Skin Cancer Studies"
"https://openalex.org/W4411299170","Revisiting the “Klondike Orogeny”: Permian to Jurassic Development of the Yukon‐Tanana Terrane, Northern Canadian Cordillera","Physical Sciences","Earth and Planetary Sciences","Geophysics","Geological and Geochemical Analysis"
"https://openalex.org/W4411358586","Autonomous Vehicle Security: Hybrid Threat Modeling Approach","Physical Sciences","Engineering","Electrical and Electronic Engineering","Vehicular Ad Hoc Networks (VANETs)"
"https://openalex.org/W4411725597","A Comprehensive Survey of Security and Privacy in UAV Systems","Physical Sciences","Engineering","Aerospace Engineering","UAV Applications and Optimization"
"https://openalex.org/W4411748685","Which Quotations to Use? Guidance on Selecting and Reporting Quotations in Qualitative Research","Social Sciences","Social Sciences","Sociology and Political Science","Qualitative Research Methods and Ethics"
"https://openalex.org/W4412050211","Burden of Alcohol‐Related Liver Disease and Alcohol Use Disorder in Asia","Health Sciences","Medicine","Pathology and Forensic Medicine","Alcohol Consumption and Health Effects"
"https://openalex.org/W4412990003","Solid-State Packing Controls Exciton Delocalization and Photophysics in Nonfullerene Acceptors","Physical Sciences","Engineering","Electrical and Electronic Engineering","Organic Electronics and Photovoltaics"
"https://openalex.org/W4413110218","Reticulate allopolyploidy and subsequent dysploidy drive evolution and diversification in the cotton family","Life Sciences","Agricultural and Biological Sciences","Plant Science","Chromosomal and Genetic Variations"
"https://openalex.org/W4414092614","Cosmic Cascades: How Disk Substructure Regulates the Flow of Water to Inner Planetary Systems","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astrophysics and Star Formation Studies"
"https://openalex.org/W4415772184","Four-dimensional stress induced by hydraulic fracturing and long-term extraction for shale gas well platforms: Implications for refracturing design","Physical Sciences","Engineering","Mechanical Engineering","Hydraulic Fracturing and Reservoir Analysis"
"https://openalex.org/W4416088611","Spinning into the Gap: Direct-horizon Collapse as the Origin of GW231123 from End-to-end General-relativistic Magnetohydrodynamic Simulations","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astrophysical Phenomena and Observations"
"https://openalex.org/W4406354431","Design and Development of an Integrated Virtual Reality (VR)-Based Training System for Difficult Airway Management","Health Sciences","Medicine","Physiology","Simulation-Based Education in Healthcare"
"https://openalex.org/W4406476238","Pangenomic analysis of the bacterial cellulose-producing genera Komagataeibacter and Novacetimonas","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biotechnology","Enzyme Production and Characterization"
"https://openalex.org/W4406940298","Spatiotemporal evolution of decommissioned photovoltaic distribution and integrated energy-economic-environmental-social sustainable benefit assessment in China","Physical Sciences","Environmental Science","Environmental Engineering","Photovoltaic Systems and Sustainability"
"https://openalex.org/W4407392296","Hydrogen escaping from a pair of exoplanets smaller than Neptune","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4407449266","Search for triple Higgs boson production in the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mn>6</mml:mn><mml:mi>b</mml:mi></mml:math> final state using <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:math> collisions at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msqrt><mml:mi>s</mml:mi></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:math> with the ATLAS detector","Physical Sciences","Physics and Astronomy","Nuclear and High Energy Physics","Particle physics theoretical and experimental studies"
"https://openalex.org/W4408124006","Photopolymer Resins from Sulfenyl Chloride Commodity Chemicals for Plastic Optics, Photopatterning and 3D‐Printing","Physical Sciences","Materials Science","Polymers and Plastics","Synthesis and properties of polymers"
"https://openalex.org/W4408246324","Single-Cell Analyses Reveal a Functionally Heterogeneous Exhausted CD8+ T-cell Subpopulation That Is Correlated with Response to Checkpoint Therapy in Melanoma","Health Sciences","Medicine","Oncology","Cancer Immunotherapy and Biomarkers"
"https://openalex.org/W4408276173","Enhanced solar photodegradation of reactive blue dye using synthesized codoped ZnO and TiO2","Physical Sciences","Energy","Renewable Energy, Sustainability and the Environment","TiO2 Photocatalysis and Solar Cells"
"https://openalex.org/W4408298392","New Monte Carlo Model for the Space Environment","Physical Sciences","Engineering","Aerospace Engineering","Space Satellite Systems and Control"
"https://openalex.org/W4408562101","Machine learning predicts spinal cord stimulation surgery outcomes and reveals novel neural markers for chronic pain","Health Sciences","Medicine","Anesthesiology and Pain Medicine","Pain Management and Treatment"
"https://openalex.org/W4408799979","Cospatial ice mapping of H2O with CO2 and CO across a molecular cloud with JWST/NIRCam","Physical Sciences","Chemistry","Spectroscopy","Spectroscopy and Laser Applications"
"https://openalex.org/W4410287991","A prolactin-targeting antibody to prevent stress-induced peripheral nociceptor sensitization and female postoperative pain","Health Sciences","Medicine","Physiology","Pain Mechanisms and Treatments"
"https://openalex.org/W4410461230","Co-doped CeO2 nanocubes with crystal surface engineering for efficient peroxymonosulfate activation: Bisphenol A degradation and mechanistic insights","Physical Sciences","Environmental Science","Water Science and Technology","Advanced oxidation water treatment"
"https://openalex.org/W4410614373","Navigating complexities of polymorphic microbiomes in endometrial cancer","Health Sciences","Medicine","Epidemiology","Cervical Cancer and HPV Research"
"https://openalex.org/W4410881428","Computational imaging with meta-optics","Physical Sciences","Engineering","Media Technology","Advanced Optical Imaging Technologies"
"https://openalex.org/W4411024800","Practical few-atom quantum reservoir computing","Physical Sciences","Computer Science","Artificial Intelligence","Neural Networks and Reservoir Computing"
"https://openalex.org/W4411355170","A Systematic Search for Galaxies with Extended Emission Lines and Potential Outflows in JADES Medium-band Images","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Galaxies: Formation, Evolution, Phenomena"
"https://openalex.org/W4412058816","Palmitic acid–induced autolysosomal dysfunction and lipotoxicity in neuroinflammation and neurodegeneration","Life Sciences","Pharmacology, Toxicology and Pharmaceutics","Pharmacology","Ginger and Zingiberaceae research"
"https://openalex.org/W4412203078","Hepatocellular Carcinoma Surveillance and Survival in a Contemporary Asia-Pacific Cohort","Health Sciences","Medicine","Hepatology","Hepatocellular Carcinoma Treatment and Prognosis"
"https://openalex.org/W4412487214","Giant Circularly Polarized Luminescence Driven by Excited‐State Hybridization Between Molecular Emitters and Chiral Environments","Physical Sciences","Chemistry","Organic Chemistry","Synthesis and Properties of Aromatic Compounds"
"https://openalex.org/W4412751406","Factors Influencing the Adoption of Sustainable Agricultural Practices in the U.S.: A Social Science Literature Review","Life Sciences","Agricultural and Biological Sciences","Plant Science","Organic Food and Agriculture"
"https://openalex.org/W4412798110","Early outcomes of endovascular repair of aortic arch lesions in zone 0/1 with a thoracic branched endoprosthesis","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Aortic Disease and Treatment Approaches"
"https://openalex.org/W4413447414","Neural correlates of human fear conditioning and sources of variability in 2199 individuals","Life Sciences","Neuroscience","Cognitive Neuroscience","Memory and Neural Mechanisms"
"https://openalex.org/W4413956844","AI for building energy modeling: A transformation","Physical Sciences","Engineering","Building and Construction","Building Energy and Comfort Optimization"
"https://openalex.org/W4414367286","The vertical structure of debris discs and the role of disc gravity: a primer using a simplified model","Physical Sciences","Environmental Science","Management, Monitoring, Policy and Law","Landslides and related hazards"
"https://openalex.org/W4414764201","Attosecond quantum uncertainty dynamics and ultrafast squeezed light for quantum communication","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Laser-Matter Interactions and Applications"
"https://openalex.org/W4414850425","Co-creating water knowledge: a community perspective","Social Sciences","Business, Management and Accounting","Management of Technology and Innovation","Innovative Approaches in Technology and Social Development"
"https://openalex.org/W4415397422","The Spinterface Mechanism for the Chiral-Induced Spin Selectivity Effect: A Critical Perspective","Physical Sciences","Engineering","Electrical and Electronic Engineering","Molecular Junctions and Nanostructures"
"https://openalex.org/W4415630789","Populations of evolved massive binary stars in the Small Magellanic Cloud","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4406341166","The changing-look AGN SDSS J101152.98+544206.4 is returning to a type I state","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astrophysical Phenomena and Observations"
"https://openalex.org/W4406824735","Effects of Hot Versus Dry Vapor Pressure Deficit on Ecosystem Carbon and Water Fluxes","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Atmospheric chemistry and aerosols"
"https://openalex.org/W4406970632","Reliable Diradical Characterization via Precise Singlet–Triplet Gap Calculations: Application to Thiele, Chichibabin, and Müller Analogous Diradicals","Physical Sciences","Chemistry","Organic Chemistry","Synthesis and Properties of Aromatic Compounds"
"https://openalex.org/W4407121474","A kidney organoid-based readout to assess disease activity in primary and recurrent focal segmental glomerulosclerosis","Health Sciences","Medicine","Nephrology","Renal Diseases and Glomerulopathies"
"https://openalex.org/W4407764588","Imaging of debonds in a FRP strengthened concrete beam using linear and nonlinear features of surface guided waves generated by a wedge transducer","Physical Sciences","Engineering","Mechanics of Materials","Ultrasonics and Acoustic Wave Propagation"
"https://openalex.org/W4407908145","Evaluation of two plasma‐based proteotyping assays against <i>APOE</i> ε4 genotyping in a memory clinic setting: The Gothenburg H70 Clinical Studies","Health Sciences","Medicine","Physiology","Alzheimer's disease research and treatments"
"https://openalex.org/W4408141296","Efficacy of MEDI0618, a pH-dependent monoclonal antibody targeting PAR2, in preclinical models of migraine","Health Sciences","Medicine","Psychiatry and Mental health","Migraine and Headache Studies"
"https://openalex.org/W4408225561","The Fire Fighter Cancer Cohort Study: Protocol for a Longitudinal Occupational Cohort Study","Health Sciences","Health Professions","Occupational Therapy","Occupational Health and Performance"
"https://openalex.org/W4409208930","Effect of indoor air quality on potential risk of obstructive sleep apnea: results from Korea National Health and Nutrition Examination Survey","Health Sciences","Medicine","Physiology","Obstructive Sleep Apnea Research"
"https://openalex.org/W4409359437","A data fusion approach to enhancing runoff simulation in a semi-arid river basin","Physical Sciences","Environmental Science","Water Science and Technology","Hydrology and Watershed Management Studies"
"https://openalex.org/W4409698076","Virus species names have been standardized; virus names remain unchanged","Life Sciences","Agricultural and Biological Sciences","Plant Science","Plant Virus Research Studies"
"https://openalex.org/W4409908880","Outcomes of Transfibular Total Ankle Arthroplasty","Health Sciences","Medicine","Orthopedics and Sports Medicine","Foot and Ankle Surgery"
"https://openalex.org/W4410025954","Eltrombopag in combination with immunosuppressive therapy in pediatric severe aplastic anemia: phase 2 ESCALATE trial","Health Sciences","Medicine","Hematology","Hematopoietic Stem Cell Transplantation"
"https://openalex.org/W4410219240","Per- and polyfluoroalkyl substances (PFAS) and microRNA: An epigenome-wide association study in firefighters","Physical Sciences","Environmental Science","Environmental Chemistry","Per- and polyfluoroalkyl substances research"
"https://openalex.org/W4410299751","Energy and water dynamics in data center cooling: Insights from a modeling study in hot-arid climates","Physical Sciences","Engineering","Mechanical Engineering","Heat Transfer and Optimization"
"https://openalex.org/W4410618844","Water Dissociation and Rotational Broadening in the Atmosphere of KELT-20 b from High-resolution Spectroscopy","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Atmospheric Ozone and Climate"
"https://openalex.org/W4410878191","Phenome-wide association of APOE alleles in the All of Us Research Program","Life Sciences","Biochemistry, Genetics and Molecular Biology","Genetics","Genetic Associations and Epidemiology"
"https://openalex.org/W4411625563","Hypoxia induced lipid droplet accumulation promotes resistance to ferroptosis in prostate cancer","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cancer Research","Cancer, Lipids, and Metabolism"
"https://openalex.org/W4411920155","Incidence and Clinical Relevance of Echocardiographic Visualization of Occult Ventricular Fibrillation: A Multicenter Prospective Study of Patients Presenting to the Emergency Department After Out-of-Hospital Cardiac Arrest","Health Sciences","Medicine","Emergency Medicine","Cardiac Arrest and Resuscitation"
"https://openalex.org/W4411980641","Tumor site-directed A1R expression enhances CAR T cell function and improves efficacy against solid tumors","Health Sciences","Medicine","Oncology","CAR-T cell therapy research"
"https://openalex.org/W4412706546","Social Determinants of Health and Risk for Long COVID in the U.S. RECOVER-Adult Cohort","Health Sciences","Medicine","Neurology","Long-Term Effects of COVID-19"
"https://openalex.org/W4412820560","A 2-year calorie restriction intervention may reduce glycomic biological age biomarkers – a pilot study","Life Sciences","Biochemistry, Genetics and Molecular Biology","Genetics","Diabetes and associated disorders"
"https://openalex.org/W4412834806","The Strong Impact of Precipitation Intensity on Groundwater Recharge and Terrestrial Water Storage Change in Arizona, a Typical Dryland","Physical Sciences","Earth and Planetary Sciences","Oceanography","Geophysics and Gravity Measurements"
"https://openalex.org/W4412855618","The glymphatic system as a therapeutic target: TMS-induced modulation in older adults","Life Sciences","Neuroscience","Cellular and Molecular Neuroscience","Cerebrospinal fluid and hydrocephalus"
"https://openalex.org/W4413017499","A Hydrodynamical Simulations-based Model that Connects the FRB DM–Redshift Relation to Suppression of the Matter Power Spectrum via Feedback","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Cosmology and Gravitation Theories"
"https://openalex.org/W4413120157","Nitrogen nutritional diagnosis of winter oilseed rape (Brassica napus L.) using fractional-order derivative hyperspectral indices: Field evaluation of dual nitrogen nutritional indices","Physical Sciences","Chemistry","Analytical Chemistry","Spectroscopy and Chemometric Analyses"
"https://openalex.org/W4413142773","Multi-energy synergy and deep carbon emission reduction mechanism for steel enterprises based on deep learning and dynamic computable general equilibrium model","Social Sciences","Economics, Econometrics and Finance","Economics and Econometrics","Energy, Environment, Economic Growth"
"https://openalex.org/W4413401175","A sphingolipid-derived paclitaxel nanovesicle enhances efficacy of combination therapies in triple-negative breast cancer and pancreatic cancer","Physical Sciences","Materials Science","Biomaterials","Nanoparticle-Based Drug Delivery"
"https://openalex.org/W4414100624","Early Shock Cooling Observations and Progenitor Constraints of Type IIb Supernova SN 2024uwq","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Gamma-ray bursts and supernovae"
"https://openalex.org/W4414938360","Brief Cognitive Behavioral Therapy for Suicidal Military Personnel and Veterans","Social Sciences","Psychology","Clinical Psychology","Suicide and Self-Harm Studies"
"https://openalex.org/W4415384999","Targeting circulating mechanoresponsive monocytes and macrophages to reduce fibrosis","Health Sciences","Medicine","Genetics","Mesenchymal stem cell research"
"https://openalex.org/W4415421441","FEAST: JWST Uncovers the Emerging Timescales of Young Star Clusters in M83","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4415668498","A pangenome and pantranscriptome of hexaploid oat","Life Sciences","Agricultural and Biological Sciences","Plant Science","Wheat and Barley Genetics and Pathology"
"https://openalex.org/W4416102807","APOE4 to APOE2 allelic switching in mice improves Alzheimer’s disease-related metabolic signatures, neuropathology and cognition","Health Sciences","Medicine","Physiology","Alzheimer's disease research and treatments"
"https://openalex.org/W4416905664","Nitrogen- and oxygen-rich organic material indicative of polymerization in pre-aqueous cryochemistry on Bennu’s parent body","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astro and Planetary Science"
"https://openalex.org/W4417239860","Multispacecraft Measurements of the Evolving Geometry of the Solar Alfvén Surface over Half a Solar Cycle","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Solar and Space Plasma Dynamics"
"https://openalex.org/W4406213541","Accuracy of survey-based assessment of eligibility for medication abortion compared with clinician assessment","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Reproductive Health and Contraception"
"https://openalex.org/W4406739222","Abdominal visceral and subcutaneous adipose tissue associations with postmenopausal breast cancer incidence","Health Sciences","Medicine","Oncology","Cancer Risks and Factors"
"https://openalex.org/W4407044377","Accelerated symptom improvement in Parkinson’s disease via remote internet-based optimization of deep brain stimulation therapy: a randomized controlled multicenter trial","Health Sciences","Medicine","Neurology","Neurological disorders and treatments"
"https://openalex.org/W4407757269","Tropospheric aerosols over the western North Atlantic Ocean during the winter and summer deployments of ACTIVATE 2020: life cycle, transport, and distribution","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Atmospheric chemistry and aerosols"
"https://openalex.org/W4407813079","Evidence for pre-Noachian granitic rocks on Mars from quartz in meteorite NWA 7533","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Planetary Science and Exploration"
"https://openalex.org/W4408246535","mmWave Radar for Sit-to-Stand Analysis: A Comparative Study With Wearables and Kinect","Physical Sciences","Engineering","Biomedical Engineering","Non-Invasive Vital Sign Monitoring"
"https://openalex.org/W4408314513","Linguistic capacity was present in the Homo sapiens population 135 thousand years ago","Social Sciences","Social Sciences","Cultural Studies","Language and cultural evolution"
"https://openalex.org/W4408523829","Rural heat health disparities: Evidence from the U.S. National Emergency Medical Services Information System (NEMSIS)","Physical Sciences","Environmental Science","Health, Toxicology and Mutagenesis","Climate Change and Health Impacts"
"https://openalex.org/W4408533232","Experimental and numerical investigations of transition in a pressure-gradient-induced laminar separation bubble","Physical Sciences","Engineering","Computational Mechanics","Fluid Dynamics and Turbulent Flows"
"https://openalex.org/W4409120098","A Peak Shear Strength Criterion of Rock Joints Based on Brightness Area Percentage","Physical Sciences","Engineering","Mechanics of Materials","Rock Mechanics and Modeling"
"https://openalex.org/W4409195514","Regional and local structural controls on gold mineralization in the Ngoura-Colomines shear zone, Eastern Cameroon: Implications for gold exploration in shear systems","Physical Sciences","Computer Science","Artificial Intelligence","Geochemistry and Geologic Mapping"
"https://openalex.org/W4409442985","A terahertz-bandwidth non-magnetic isolator","Physical Sciences","Computer Science","Artificial Intelligence","Neural Networks and Reservoir Computing"
"https://openalex.org/W4410318513","<i>In situ</i> online deflectometry with synchronized calibration and measurement","Physical Sciences","Engineering","Electrical and Electronic Engineering","Advanced Fiber Optic Sensors"
"https://openalex.org/W4410616300","Effect of climate on traits of dominant and rare tree species in the world’s forests","Physical Sciences","Environmental Science","Nature and Landscape Conservation","Ecology and Vegetation Dynamics Studies"
"https://openalex.org/W4410805001","Circulating tumor (ct)DNA monitoring of ER+/HER2- high-risk breast cancer during adjuvant endocrine therapy.","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cancer Research","Cancer Genomics and Diagnostics"
"https://openalex.org/W4410872388","The Origins of the Latitudinal Diversity Gradient: Revisiting the Tropical Conservatism Hypothesis","Life Sciences","Agricultural and Biological Sciences","Ecology, Evolution, Behavior and Systematics","Plant and animal studies"
"https://openalex.org/W4411106081","Planet Masses, Radii, and Orbits from NASA’s K2 Mission","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4411202158","Artificial Intelligence in Computational and Materials Chemistry: Prospects and Limitations","Physical Sciences","Materials Science","Materials Chemistry","Machine Learning in Materials Science"
"https://openalex.org/W4411212321","Novel GABAAR antagonists target networked gene hubs at the leading edge in high-grade gliomas","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Ion channel regulation and function"
"https://openalex.org/W4411237043","Phenotypes of Atopic Dermatitis and Development of Allergic Diseases","Health Sciences","Medicine","Dermatology","Dermatology and Skin Diseases"
"https://openalex.org/W4411348114","Effects of surface functionalization on the electrosynthesis of molecularly imprinted polymers (MIPs) and the detection of per- and polyfluoroalkyl substances (PFAS)","Physical Sciences","Environmental Science","Environmental Chemistry","Per- and polyfluoroalkyl substances research"
"https://openalex.org/W4411848698","Mindfulness, cognition, and long-term meditators: Toward a science of advanced meditation","Social Sciences","Psychology","Clinical Psychology","Mindfulness and Compassion Interventions"
"https://openalex.org/W4412571994","Photocatalyst-free photochemical deuteration via H/D exchange with D2O","Life Sciences","Pharmacology, Toxicology and Pharmaceutics","Pharmaceutical Science","Chemical Reactions and Isotopes"
"https://openalex.org/W4412909144","Detection of the 2175 Å UV bump at <i>z</i> &amp;gt; 7: evidence for rapid dust evolution in a merging reionization-era galaxy","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Galaxies: Formation, Evolution, Phenomena"
